Step	Training Loss
39050	1.279000
39075	1.692300
39100	1.206200
39125	1.663300
39150	1.149500
39175	1.682600
39200	1.335300
39225	1.702700
39250	1.306000
39275	1.706900
39300	1.307500
39325	1.685000
39350	1.179700
39375	1.664800
39400	1.201600
39425	1.654100
39450	1.173000
39475	1.677900
39500	1.232800
39525	1.702400
39550	1.246100
39575	1.682700
39600	1.225100
39625	1.715600
39650	1.244400
39675	1.702700
39700	1.246400
39725	1.608900
39750	1.149100
39775	1.684100
39800	1.238700
39825	1.719100
39850	1.279100
39875	1.678100
39900	1.260500
39925	1.698800
39950	1.221500
39975	1.654400
40000	1.303400
40025	1.729400
40050	1.322200
40075	1.629400
40100	1.143700
40125	1.694500
40150	1.235700
40175	1.676600
40200	1.157200
40225	1.706700
40250	1.288700
40275	1.743900
40300	1.254900
40325	1.639600
40350	1.152100
40375	1.704400
40400	1.230400
40425	1.650700
40450	1.205400
40475	1.743000
40500	1.246700
40525	1.643800
40550	1.148700
40575	1.653500
40600	1.239700
40625	1.748500
40650	1.283300
40675	1.683700
40700	1.217500
40725	1.631000
40750	1.149500
40775	1.711800
40800	1.152400
40825	1.654700
40850	1.252000
40875	1.608500
40900	1.157700
40925	1.648200
40950	1.300200
40975	1.654500
41000	1.198700
41025	1.704800
41050	1.212300
41075	1.695600
41100	1.357200
41125	1.684700
41150	1.228800
41175	1.682500
41200	1.326700
41225	1.713200
41250	1.239400
41275	1.730000
41300	1.211800
41325	1.698600
41350	1.177800
41375	1.723400
41400	1.210700
41425	1.652600
41450	1.196600
41475	1.717700
41500	1.177400
41525	1.708000
41550	1.207400
41575	1.685300
41600	1.246100
41625	1.718600
41650	1.115000
41675	1.708200
41700	1.228800
41725	1.651500
41750	1.169100
41775	1.723700
41800	1.198800
41825	1.607200
41850	1.156200
41875	1.690200
41900	1.238400
41925	1.656700
41950	1.363400
41975	1.697900
42000	1.301200
42025	1.664200
42050	1.168700
42075	1.694000
42100	1.268400
42125	1.700100
42150	1.204300
42175	1.688000
42200	1.213100
42225	1.652500
42250	1.211100
42275	1.688500
42300	1.193000
42325	1.616800
42350	1.185000
42375	1.626300
42400	1.198800
42425	1.739400
42450	1.224600
42475	1.690600
42500	1.145700
42525	1.630200
42550	1.216900
42575	1.788000
42600	1.174200
42625	1.601200
42650	1.186000
42675	1.686700
42700	1.236900
42725	1.641800
42750	1.212000
42775	1.657800
42800	1.291900
42825	1.644500
42850	1.251400
42875	1.670200
42900	1.270200
42925	1.608600
42950	1.129500
42975	1.637700
43000	1.325600
43025	1.698900
43050	1.262900
43075	1.637500
43100	1.232100
43125	1.777600
43150	1.349100
43175	1.667900
43200	1.238400
43225	1.640500
43250	1.199000
43275	1.753700
43300	1.294200
43325	1.640500
43350	1.314400
43375	1.630200
43400	1.276500
43425	1.713700
43450	1.292000
43475	1.660200
43500	1.179200
43525	1.618200
43550	1.184200
43575	1.691500
43600	1.294600
43625	1.655100
43650	1.253500
43675	1.658900
43700	1.310400
43725	1.667300
